,library,run,r1_file,reads_raw_r1,reads_primers,reads_filtered,reads_merged,reads_tabled,SampleID,Order,Family,Genus,Species,Sample_type,Location.or.lat,DOI,Location,Source,Richness,Shannon,ISimpson,Depth
SRR12962906,SRR12962906,run1,SRR12962906_1.fastq.gz,55064,55064,49202,4823,4823,SRR12962906,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,209,102.5035184,43.32501215,4823
SRR12962907,SRR12962907,run1,SRR12962907_1.fastq.gz,53529,53529,48056,4928,4928,SRR12962907,Passeriformes,Petroicidae,Microeca,papuana,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,88,9.030468338,3.662193451,4928
SRR12962908,SRR12962908,run1,SRR12962908_1.fastq.gz,68625,68625,62821,4955,4955,SRR12962908,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,46,2.150340509,1.272157221,4955
SRR12962909,SRR12962909,run1,SRR12962909_1.fastq.gz,29659,29659,26043,4826,4826,SRR12962909,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,222,106.1936617,36.93398584,4826
SRR12962910,SRR12962910,run1,SRR12962910_1.fastq.gz,17298,17298,15336,4894,4894,SRR12962910,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,148,43.03490396,12.59777155,4894
SRR12962911,SRR12962911,run1,SRR12962911_1.fastq.gz,10496,10496,9304,4838,4838,SRR12962911,Passeriformes,Meliphagidae,Ptiloprora,guisei,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,196,62.50280957,17.89843132,4838
SRR12962912,SRR12962912,run1,SRR12962912_1.fastq.gz,19463,19463,17894,4965,4965,SRR12962912,Passeriformes,Pachycephalidae,Pachycephala,schlegelii,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,26,1.720382632,1.214129729,4965
SRR12962914,SRR12962914,run1,SRR12962914_1.fastq.gz,58697,58697,54123,4949,4949,SRR12962914,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,27,1.354770554,1.092272168,4949
SRR12962915,SRR12962915,run1,SRR12962915_1.fastq.gz,53582,53582,48643,4943,4943,SRR12962915,Passeriformes,Pachycephalidae,Pachycephala,schlegelii,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,95,11.51221913,4.651192483,4943
SRR12962916,SRR12962916,run1,SRR12962916_1.fastq.gz,23941,23941,21499,4941,4941,SRR12962916,Passeriformes,Rhipiduridae,Rhipidura,albolimbata,Cloacal swabs,Yawan_2400,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,111,55.74863647,26.15742252,4941
SRR12962917,SRR12962917,run1,SRR12962917_1.fastq.gz,69927,69927,61730,4902,4902,SRR12962917,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,214,141.8690986,80.25705392,4902
SRR12962918,SRR12962918,run1,SRR12962918_1.fastq.gz,22206,22206,20240,4947,4947,SRR12962918,Passeriformes,Melanocharitidae,Melanocharis,versteri,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,21,1.660040172,1.222228348,4947
SRR12962919,SRR12962919,run1,SRR12962919_1.fastq.gz,62938,62938,58069,4876,4876,SRR12962919,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,169,92.41690589,47.42876522,4876
SRR12962920,SRR12962920,run1,SRR12962920_1.fastq.gz,55927,55927,51594,4973,4973,SRR12962920,Passeriformes,Melanocharitidae,Toxorhamphus,poliopterus,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,14,1.112294094,1.028317268,4973
SRR12962921,SRR12962921,run1,SRR12962921_1.fastq.gz,38867,38867,35976,4842,4842,SRR12962921,Passeriformes,Petroicidae,Peneothello,cyanus,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,81,8.628839179,3.752343358,4842
SRR12962922,SRR12962922,run1,SRR12962922_1.fastq.gz,45453,45453,41153,4888,4888,SRR12962922,Passeriformes,Acanthizidae,Sericornis,nouhuysi,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,114,14.1973867,5.333764335,4888
SRR12962923,SRR12962923,run1,SRR12962923_1.fastq.gz,72852,72852,66272,4926,4926,SRR12962923,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,109,10.9302827,2.804171981,4926
SRR12962925,SRR12962925,run1,SRR12962925_1.fastq.gz,18380,18380,16372,4880,4880,SRR12962925,Passeriformes,Melanocharitidae,Melanocharis,striativentris,Cloacal swabs,Yawan_1700,10.1098/rspb.2021.0446,Papua New Guinea,Bodawatta,163,96.07770649,57.69159956,4880
a401,a401,1,a401_R1_001.fastq.gz,34769,34769,31313,4985,4985,a401,Columbiformes,Columbidae,Turtur,afer,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,14,1.904939349,1.339807176,4985
a403,a403,1,a403_R1_001.fastq.gz,20474,20474,19346,4950,4950,a403,Cuculiformes,Cuculidae,Cercococcyx,olivinus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,21,4.859338534,3.341583247,4950
a404,a404,1,a404_R1_001.fastq.gz,48338,48338,41584,4909,4909,a404,Apodiformes,Apodidae,Apus,affinis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,74,24.97555733,13.98301204,4909
a405,a405,1,a405_R1_001.fastq.gz,58496,58496,51348,4947,4947,a405,Charadriiformes,Scolopacidae,Actitis,hypoleucos,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,43,4.588680301,2.172881012,4947
a408,a408,1,a408_R1_001.fastq.gz,54352,54352,49467,4952,4952,a408,Coraciiformes,Alcedinidae,Alcedo,quadribrachys,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,18,7.765801038,5.66581749,4952
a409a,a409a,1,a409a_R1_001.fastq.gz,64607,64607,54543,4996,4996,a409a,Coraciiformes,Alcedinidae,Corythornis (Alcedo),leucogaster,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,5,1.065629224,1.01904827,4996
a409b,a409b,1,a409b_R1_001.fastq.gz,33739,33739,28918,4994,4994,a409b,Coraciiformes,Alcedinidae,Corythornis (Alcedo),leucogaster,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,5,1.200510358,1.074856353,4994
a410a,a410a,1,a410a_R1_001.fastq.gz,30862,30862,29030,4961,4961,a410a,Piciformes,Indicatoridae,Indicator,maculatus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,28,6.08929499,3.282005679,4961
a410b,a410b,1,a410b_R1_001.fastq.gz,16167,16167,14791,4881,4881,a410b,Piciformes,Indicatoridae,Indicator,maculatus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,51,11.79496199,7.801196891,4881
a411,a411,1,a411_R1_001.fastq.gz,48578,48578,43330,4985,4985,a411,Piciformes,Lybiidae,Pogoniulus,bilineatus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,16,3.884308179,2.676036659,4985
a412a,a412a,1,a412a_R1_001.fastq.gz,29477,29477,26889,4992,4992,a412a,Piciformes,Picidae,Campethera,nivosa,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,10,1.519473141,1.200055938,4992
a412bS2,a412bS2,1,a412bS2_R1_001.fastq.gz,22125,22125,21314,4990,4990,a412bS2,Piciformes,Picidae,Campethera,nivosa,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,7,1.244685556,1.097201917,4990
a412cS2,a412cS2,1,a412cS2_R1_001.fastq.gz,14962,14962,14318,4981,4981,a412cS2,Piciformes,Picidae,Campethera,nivosa,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,8,1.393418896,1.151205512,4981
a413a,a413a,1,a413a_R1_001.fastq.gz,20376,20376,19273,4874,4874,a413a,Piciformes,Picidae,Campethera,nivosa,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,68,14.3637779,8.025579557,4874
a413b,a413b,1,a413b_R1_001.fastq.gz,23682,23682,22496,4962,4962,a413b,Piciformes,Picidae,Campethera,nivosa,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,25,5.950062306,4.190918326,4962
a414x,a414x,1,a414x_R1_001.fastq.gz,61478,61478,56533,4979,4979,a414x,Passeriformes,Cettiidae,Hylia,prasina,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,14,5.120303778,4.022275938,4979
a414y,a414y,1,a414y_R1_001.fastq.gz,69550,69550,63867,4978,4978,a414y,Passeriformes,Cettiidae,Hylia,prasina,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,17,5.326148011,4.181816709,4978
a417a,a417a,1,a417a_R1_001.fastq.gz,34952,34952,30526,4937,4937,a417a,Passeriformes,Cettiidae,Hylia,prasina,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,46,4.963492814,2.663940825,4937
a417b,a417b,1,a417b_R1_001.fastq.gz,60552,60552,52976,4938,4938,a417b,Passeriformes,Cettiidae,Hylia,prasina,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,39,5.523761266,2.906210468,4938
a418a,a418a,1,a418a_R1_001.fastq.gz,35325,35325,31472,4968,4968,a418a,Passeriformes,Cettiidae,Hylia,prasina,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,17,3.791891337,2.788804297,4968
a418b,a418b,1,a418b_R1_001.fastq.gz,49766,49766,44704,4992,4992,a418b,Passeriformes,Cettiidae,Hylia,prasina,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,14,3.646050278,2.55796979,4992
a419,a419,1,a419_R1_001.fastq.gz,27314,27314,24173,4993,4993,a419,Passeriformes,Cisticolidae,Bathmocercus,rufus,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,5,1.113926152,1.035657626,4993
a423,a423,1,a423_R1_001.fastq.gz,71555,71555,63477,4990,4990,a423,Passeriformes,Cisticolidae,Camaroptera,brachyura,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,14,3.113892389,2.30258808,4990
a427,a427,1,a427_R1_001.fastq.gz,76917,76917,67121,4990,4990,a427,Passeriformes,Cisticolidae,Camaroptera,chloronota,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,8,1.389725747,1.173209285,4990
a430,a430,1,a430_R1_001.fastq.gz,32129,32129,29928,4826,4826,a430,Passeriformes,Cisticolidae,Camaroptera,chloronota,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,110,30.09842437,8.330171316,4826
a432,a432,1,a432_R1_001.fastq.gz,22951,22951,20153,4979,4979,a432,Passeriformes,Cisticolidae,Poliolais,lopezi,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,19,3.546127575,2.483776439,4979
a435a,a435a,1,a435a_R1_001.fastq.gz,49952,49952,44738,4969,4969,a435a,Passeriformes,Cisticolidae,Prinia,bairdii,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,22,1.999591302,1.345916958,4969
a435b,a435b,1,a435b_R1_001.fastq.gz,79215,79215,68075,4945,4945,a435b,Passeriformes,Cisticolidae,Prinia,bairdii,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,22,2.485539866,1.511946018,4945
a438a,a438a,1,a438a_R1_001.fastq.gz,58736,58736,53425,4978,4978,a438a,Passeriformes,Estrildidae,Cryptospiza,reichenovii,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,10,3.203345923,2.520103894,4978
a438b,a438b,1,a438b_R1_001.fastq.gz,49839,49839,45964,4978,4978,a438b,Passeriformes,Estrildidae,Cryptospiza,reichenovii,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,12,3.739552876,2.637383834,4978
a438c,a438c,1,a438c_R1_001.fastq.gz,35310,35310,31524,4985,4985,a438c,Passeriformes,Estrildidae,Cryptospiza,reichenovii,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,8,1.404384105,1.153063341,4985
a439a,a439a,1,a439a_R1_001.fastq.gz,11801,11801,10653,4940,4940,a439a,Passeriformes,Estrildidae,Estrilda,astrild,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,39,6.155990096,2.782201281,4940
a439b,a439b,1,a439b_R1_001.fastq.gz,23280,23280,21581,4949,4949,a439b,Passeriformes,Estrildidae,Estrilda,astrild,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,23,3.294417592,2.213926969,4949
a440,a440,1,a440_R1_001.fastq.gz,14109,14109,13253,4910,4910,a440,Passeriformes,Estrildidae,Estrilda,atricapilla,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,40,4.273298677,2.178670088,4910
a443,a443,1,a443_R1_001.fastq.gz,47505,47505,44475,4956,4956,a443,Passeriformes,Estrildidae,Estrilda,atricapilla,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,31,6.043416343,3.771696448,4956
a444,a444,1,a444_R1_001.fastq.gz,16491,16491,15332,4902,4902,a444,Passeriformes,Estrildidae,Estrilda,atricapilla,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,54,8.770058367,5.477192349,4902
a445a,a445a,1,a445a_R1_001.fastq.gz,23256,23256,21932,4998,4998,a445a,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),olivacea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,5,1.267765017,1.106378203,4998
a445b,a445b,1,a445b_R1_001.fastq.gz,37394,37394,33612,4992,4992,a445b,Passeriformes,Nectariniidae,Cyanomitra (Nectarinia),olivacea,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,14,2.176045851,1.528482511,4992
a448a,a448a,1,a448a_R1_001.fastq.gz,27117,27117,26032,4944,4944,a448a,Passeriformes,Estrildidae,Nigrita,canicapillus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,24,4.366257623,2.744765514,4944
a448b,a448b,1,a448b_R1_001.fastq.gz,40794,40794,36848,4949,4949,a448b,Passeriformes,Estrildidae,Nigrita,canicapillus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,33,4.982027485,3.12308865,4949
a448c,a448c,1,a448c_R1_001.fastq.gz,44819,44819,40594,4982,4982,a448c,Passeriformes,Estrildidae,Nigrita,canicapillus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,12,2.978874918,2.234696625,4982
a453,a453,1,a453_R1_001.fastq.gz,20179,20179,19514,4982,4982,a453,Passeriformes,Estrildidae,Spermestes (Lonchura),bicolor,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,21,2.859424372,1.656445203,4982
a454a,a454a,1,a454a_R1_001.fastq.gz,37689,37689,32937,4970,4970,a454a,Passeriformes,Estrildidae,Spermestes (Lonchura),cucullata,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,18,1.971803822,1.328086204,4970
a454b,a454b,1,a454b_R1_001.fastq.gz,46674,46674,41020,4967,4967,a454b,Passeriformes,Estrildidae,Spermestes (Lonchura),cucullata,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,28,6.71832138,4.806607186,4967
a456,a456,1,a456_R1_001.fastq.gz,36825,36825,33997,4981,4981,a456,Passeriformes,Estrildidae,Spermophaga,haematina,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,17,1.819150034,1.280821864,4981
a457,a457,1,a457_R1_001.fastq.gz,44441,44441,37566,4996,4996,a457,Passeriformes,Eurylaimidae,Smithornis,rufolateralis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,10,2.496910858,1.751815613,4996
a458a,a458a,1,a458a_R1_001.fastq.gz,81002,81002,74233,4992,4992,a458a,Passeriformes,Fringillidae,Linurgus,olivaceus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,11,1.529469277,1.190420901,4992
a458b,a458b,1,a458b_R1_001.fastq.gz,87211,87211,79914,4992,4992,a458b,Passeriformes,Fringillidae,Linurgus,olivaceus,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,16,2.006728392,1.361213596,4992
a459,a459,1,a459_R1_001.fastq.gz,32145,32145,28493,4990,4990,a459,Passeriformes,Hirundinidae,Cecropis (Hirundo),abyssinica,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,16,2.9852826,1.826279693,4990
a461a,a461a,1,a461a_R1_001.fastq.gz,60512,60512,50706,4990,4990,a461a,Passeriformes,Hirundinidae,Hirundo,aethiopica,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,11,3.425180509,2.329276417,4990
a461b,a461b,1,a461b_R1_001.fastq.gz,19513,19513,16608,4991,4991,a461b,Passeriformes,Hirundinidae,Hirundo,aethiopica,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,14,4.011085145,2.845544441,4991
a468,a468,1,a468_R1_001.fastq.gz,25127,25127,20337,4910,4910,a468,Passeriformes,Hirundinidae,Hirundo,nigrita,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,29,3.725735492,2.27843261,4910
a469y,a469y,1,a469y_R1_001.fastq.gz,8981,8981,8516,4862,4862,a469y,Passeriformes,Hirundinidae,Psalidoprocne,fuliginosa,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,87,15.51913639,7.541125038,4862
a470a,a470a,1,a470a_R1_001.fastq.gz,40490,40490,37888,4994,4994,a470a,Passeriformes,Hirundinidae,Psalidoprocne,nitens,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,9,3.367191755,2.573850092,4994
a470b,a470b,1,a470b_R1_001.fastq.gz,30353,30353,28388,4983,4983,a470b,Passeriformes,Hirundinidae,Psalidoprocne,nitens,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,8,1.98148859,1.564069244,4983
a474,a474,1,a474_R1_001.fastq.gz,44736,44736,40099,4988,4988,a474,Passeriformes,Malaconotidae,Tchagra,australis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,10,1.173422281,1.050224235,4988
a475x,a475x,1,a475x_R1_001.fastq.gz,169160,169160,155081,4994,4994,a475x,Passeriformes,Monarchidae,Terpsiphone,rufiventer,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,10,2.901865944,2.299402414,4994
a475y,a475y,1,a475y_R1_001.fastq.gz,206065,206065,191714,4997,4997,a475y,Passeriformes,Monarchidae,Terpsiphone,rufiventer,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,9,2.902860161,2.339150575,4997
a476,a476,1,a476_R1_001.fastq.gz,76675,76675,70054,4982,4982,a476,Passeriformes,Monarchidae,Terpsiphone,viridis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,20,7.945895193,5.740098575,4982
a481a,a481a,1,a481a_R1_001.fastq.gz,20249,20249,17470,4981,4981,a481a,Passeriformes,Monarchidae,Terpsiphone,viridis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,7,2.875588814,2.356475402,4981
a481b,a481b,1,a481b_R1_001.fastq.gz,16752,16752,15512,4947,4947,a481b,Passeriformes,Monarchidae,Terpsiphone,viridis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,27,5.226367202,3.612656249,4947
a485,a485,1,a485_R1_001.fastq.gz,72829,72829,68792,4980,4980,a485,Passeriformes,Muscicapidae,Alethe,castanea (diademata),intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,7,1.073869624,1.020358456,4980
a492a,a492a,1,a492a_R1_001.fastq.gz,30868,30868,29115,4974,4974,a492a,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,9,1.369321946,1.123843436,4974
a492b,a492b,1,a492b_R1_001.fastq.gz,137127,137127,129215,4977,4977,a492b,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,10,1.163472169,1.048989695,4977
a501ax,a501ax,1,a501ax_R1_001.fastq.gz,158566,158566,146384,4988,4988,a501ax,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,8,2.148628114,2.025415232,4988
a501ay,a501ay,1,a501ay_R1_001.fastq.gz,115796,115796,107674,4993,4993,a501ay,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,7,2.14059316,2.035848087,4993
a501bx,a501bx,1,a501bx_R1_001.fastq.gz,83590,83590,77027,4993,4993,a501bx,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,12,2.623815105,2.240079133,4993
a501by,a501by,1,a501by_R1_001.fastq.gz,54393,54393,50445,4984,4984,a501by,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,7,2.341563962,2.132367494,4984
a501cx,a501cx,1,a501cx_R1_001.fastq.gz,45569,45569,42064,4990,4990,a501cx,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,12,2.835492773,2.328835923,4990
a501cy,a501cy,1,a501cy_R1_001.fastq.gz,24759,24759,22830,4984,4984,a501cy,Passeriformes,Muscicapidae,Chamaetylas (Alethe),poliocephala,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,12,2.802648763,2.314364621,4984
a502b,a502b,1,a502b_R1_001.fastq.gz,28375,28375,26445,4982,4982,a502b,Passeriformes,Muscicapidae,Cossyphicula,roberti,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,50,19.44874941,11.87544628,4982
a502c,a502c,1,a502c_R1_001.fastq.gz,271388,271388,248988,4989,4989,a502c,Passeriformes,Muscicapidae,Cossyphicula,roberti,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,41,11.68053538,5.413457847,4989
a502d,a502d,1,a502d_R1_001.fastq.gz,168062,168062,153687,4964,4964,a502d,Passeriformes,Muscicapidae,Cossyphicula,roberti,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,42,10.66251693,5.047937727,4964
a505,a505,1,a505_R1_001.fastq.gz,61058,61058,56604,4984,4984,a505,Passeriformes,Muscicapidae,Muscicapa,infuscata,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,14,2.024305684,1.551711438,4984
a510,a510,1,a510_R1_001.fastq.gz,26281,26281,23712,4766,4766,a510,Passeriformes,Muscicapidae,Muscicapa,sethsmithi,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,115,17.84632306,7.47570198,4766
a513,a513,1,a513_R1_001.fastq.gz,134594,134594,124219,4996,4996,a513,Passeriformes,Muscicapidae,Sheppardia,bocagei,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,15,2.350521811,1.707286703,4996
a517a,a517a,1,a517a_R1_001.fastq.gz,77791,77791,70754,4983,4983,a517a,Passeriformes,Muscicapidae,Sheppardia,cyornithopsis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,16,3.282532472,2.590354812,4983
a517b,a517b,1,a517b_R1_001.fastq.gz,119982,119982,103643,4947,4947,a517b,Passeriformes,Muscicapidae,Sheppardia,cyornithopsis,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,23,4.357394623,3.171188774,4947
a523,a523,1,a523_R1_001.fastq.gz,22868,22868,21473,4941,4941,a523,Passeriformes,Muscicapidae,Stiphrornis,erythrothorax,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,35,5.047769516,2.944559475,4941
a524S2,a524S2,1,a524S2_R1_001.fastq.gz,47350,47350,44469,4968,4968,a524S2,Passeriformes,Muscicapidae,Stiphrornis,erythrothorax,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,23,5.413196877,3.319424607,4968
a527,a527,1,a527_R1_001.fastq.gz,103076,103076,91986,4964,4964,a527,Passeriformes,Nectariniidae,Hedydipna (Anthodiaeta),collaris,intestine,"1.7114501735770198, 10.463714317137084",10.1111/mec.15354,Equatorial Guinea,Hird,22,6.352152488,4.765111319,4964
a530,a530,1,a530_R1_001.fastq.gz,114546,114546,107293,4992,4992,a530,Passeriformes,Nectariniidae,Anthreptes (Nectarinia),seimundi,intestine,"3.631729251816621, 8.754424179946257",10.1111/mec.15354,Equatorial Guinea,Hird,6,1.550191726,1.235549463,4992
